Java Senior Developer;BANK PUMB (FUIB);Киев;We are looking for self-motivated IT-professional with 2+ years of experience in development large-scale projects to be a mentor for IT-team, create proofs of concept, review a code, explore and improve new technologies.
Automation QA (Java);United Software;Львов;Our Client creates the technology & platforms powering the biggest online gaming and sports betting brands. Our solutions are used by some of the world’s most successful operators.
QA Automation Engineer(Java);Temy;Киев, Львов;#𝐉𝐚𝐯𝐚 #𝐒𝐞𝐥𝐞𝐧𝐢𝐮𝐦 #𝐀𝐏𝐈 #𝐒𝐐𝐋 This is a 𝐅𝐢𝐧𝐓𝐞𝐜𝐡 company, you will cover a new project 𝐅𝐫𝐨𝐦 𝐒𝐜𝐫𝐚𝐭𝐜𝐡 by automation tests in 𝐉𝐚𝐯𝐚 𝐚𝐧𝐝 𝐒𝐞𝐥𝐞𝐧𝐢𝐮𝐦. You also will be involved in API automation testing.
Senior Java Developer;Playtech;Киев;If you are creative, “out of box thinker” and ambitious enough to make a difference in such a large scale International business, you are more than welcome to apply for one of our open positions at Playtech Kyiv.
Senior Software Engineer for BigID (200003A6);Ciklum;Киев;On behalf of the BigID, Ciklum is looking for a Senior Software Engineer to join the Kyiv team on a full-time basis.
Senior/Middle Java Developer;Atlas IAC;Киев;What, we create: Platform — our platform is a supermarket, which is based on kits that allows you to quickly adapt/customize the platform for any requirements and markets of operation.
Manual QA Engineer (Middle);Mediastream Company;Киев;Media Stream AG is a Liechtenstein-based software development company specialized in 3D animation and rendering, motion capture and development of customer centered web and mobile applications.
Senior Java Developer (Dnipro);Playtika;Днепр;About Playtika: Playtika is a leading mobile games company with 22 million monthly active users playing its titles. Founded in 2010, the company was among the first to offer free-to-play social games on social networks and, shortly after, on mobile platforms.
Strong Junior Java Developer;ORIL;Львов;Signal Auto Broker is an innovative online auto lending + Ancillary technology platform. The platform accepts loan applications from Dealerships and funds those loans from various Lenders.
Java Team Lead;8allocate;Киев;8allocate is a global provider of end-to-end custom software development solutions to companies all over the globe, from North America to the EU to Israel to Australia. Headquartered in Estonia, we run offshore R&D centers in Kyiv and Lviv. Our team is 50% remote and distributed.
Senior Java Developer;Playtech;Киев;We are looking for a Java developer responsible for building communication applications. Your primary responsibility will be to design, develop and improve existing applications.
Java Developer;Mirantis;Харьков;Mirantis is looking for an experienced Java Software Engineer for joining a challenging project with our partner — telco company in Australia. Candidates should have decent written and good spoken English in order to communicate with customer and colleagues.
Strong Middle Java Engineer;Sombra;Львов, Ивано-Франковск, удаленно;It’s a US company that develops a CRM system for small businesses. Their CRM system has many modules such as Sign up, sales, email marketing, payments, etc. In general, their system solves the issue of customer engagement and provides analytics for small businesses.
